id;titulo;genero;ano;duracao(min)
2780;Flame of New Orleans, The;Comedy|Romance;1983;97
2781;Get Low;Comedy|Drama|Mystery;2007;108
2782;Marie Antoinette;Drama|Romance;1917;201
2783;White Mane (Crin blanc: Le cheval sauvage);Drama;1936;93
2784;Philosophers, The (After The Dark);Drama|Fantasy|Sci-Fi;1952;47
2785;Mr. Lucky;Comedy|Romance;1993;167
2786;Dave;Comedy|Romance;1903;149
2787;Lymelife;Comedy|Drama;1915;66
2788;Dirty Dozen, The;Action|Drama|War;1934;172
2789;God's Pocket;Drama;2012;191
2790;Eraser;Action|Drama|Thriller;1949;139
2791;Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare);Comedy|Musical|Romance;1917;200
2792;Attack the Block;Action|Comedy|Sci-Fi;2010;154
2793;RoboCop;Action|Crime|Drama|Sci-Fi|Thriller;1981;91
2794;Mr. Morgan's Last Love;Comedy|Drama;1973;120
2795;Whip Hand, The;Action|Adventure|Crime|Drama|Sci-Fi|Thriller|War;1981;96
2796;Conversations with Other Women;Comedy|Drama|Romance;1920;187
2797;Thomas Crown Affair, The;Crime|Drama|Romance|Thriller;1996;167
2798;Mulan;Action|Adventure|Drama|Romance;1913;195
2799;Dillinger;Action|Crime|Drama;1960;151
2800;Death Wish 5: The Face of Death;Action|Drama;1989;202
2801;In Old California;Western;1962;203
2802;Living Dead Girl, The (Morte Vivante, La);Horror;1944;193
2803;Borrowed Hearts (Borrowed Hearts: A Holiday Romance);Drama|Fantasy|Romance;1923;82
2804;Maidentrip;Documentary;1950;171
2805;Panic in Year Zero!;Horror|Sci-Fi|Thriller;1967;82
2806;Bending the Rules;Action|Drama;1999;87
2807;Kolya (Kolja);Comedy|Drama;1956;50
2808;Inauguration of the Pleasure Dome;Fantasy;1974;101
2809;How Wang-Fo Was Saved (Comment Wang-Fo fut sauvé);Animation|Fantasy;1990;120
2810;Haunted Palace, The;Horror;1976;113
2811;Tintin and I;Documentary;1962;93
2812;Horsemen;Crime|Drama|Horror|Mystery|Thriller;1985;86
2813;30 Years to Life;Comedy|Drama|Romance;1932;128
2814;Dirty Dancing;Drama|Musical|Romance;2016;124
2815;Phantom of the Woods;Drama|Horror|Thriller;1952;193
2816;Brief Interviews with Hideous Men;Comedy|Drama;1940;50
2817;Children of the Corn: Genesis;Horror|Thriller;2013;67
2818;Flight from Death: The Quest for Immortality;Documentary;2010;65
2819;She Does Not Drink, Smoke or Flirt But... She Talks;Comedy;1924;88
2820;Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre);Fantasy|Horror|Mystery;1961;162
2821;Bad Day on the Block;Drama|Thriller;1998;165
2822;Benigni;Animation|Comedy|Drama;1928;209
2823;Chu Chin Chow;Comedy|Fantasy|Musical;1902;106
2824;Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les);Children|Comedy|Fantasy|Sci-Fi;2003;84
2825;Love Stinks;Comedy;1921;207
2826;May I Kill U?;Comedy|Horror|Thriller;1927;58
2827;Eden of the East the Movie II: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost);Animation|Crime|Mystery|Sci-Fi|Thriller;2000;199
2828;Battle Creek Brawl (Big Brawl, The);Action|Comedy;1929;181
2829;Rogue Trader;Crime|Drama;1968;149
2830;Welcome to the Roses (Bienvenue chez les Rozes);Comedy;2004;177
2831;Michael Clayton;Drama|Thriller;1962;147
2832;Six of a Kind;Comedy;1997;182
2833;Sybil;Drama;1909;169
2834;Fate (Yazgi);Drama;1900;66
2835;Texas Chainsaw Massacre 2, The;Horror;1940;170
2836;Nightmares in Red White & Blue: The Evolution of the American Horror Film;Documentary|Horror;1977;129
2837;Sharktopus;Action|Horror|Sci-Fi;1959;186
2838;NeverEnding Story II: The Next Chapter, The;Adventure|Children|Fantasy;1945;200
2839;Different for Girls;Comedy;1944;200
2840;Hidden Blade, The (Kakushi ken oni no tsume);Action|Drama|Romance;1977;103
2841;Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira);Action|Animation|Sci-Fi|Thriller;2001;97
2842;Hoodlum;Crime|Drama|Film-Noir;2002;179
2843;Charlotte Sometimes;Drama|Romance;1993;130
2844;You and Me (Ty i ya);Drama;1975;208
2845;Glass Shield, The;Crime|Drama;2011;50
2846;Feast III: The Happy Finish;Action|Comedy|Horror;1970;79
2847;Creature from the Haunted Sea;Comedy|Horror;1929;84
2848;Bird;Drama|Musical;1987;126
2849;Price Check;Comedy|Drama;2000;169
2850;C'mon Man;Comedy;1928;181
2851;Jim Gaffigan: Obsessed;Comedy;1968;169
2852;Groove Tube, The;Comedy;1999;53
2853;Paradise;Comedy|Drama;1900;101
2854;Real Genius;Comedy;1910;54
2855;Black Orchid, The;Drama;1975;203
2856;Posto, Il;Drama;1971;125
2857;Green Card;Comedy|Drama|Romance;1988;62
2858;Children Are Watching Us, The (Bambini ci guardano, I);Drama;1924;208
2859;Maytime;Drama|Musical|Romance;2013;205
2860;I Was a Teenage Zombie;Comedy|Horror;1982;146
2861;Missionary Man;Action|Drama|Thriller|Western;1909;101
2862;Pudana Last of the Line (Sukunsa viimeinen);Drama;1925;54
2863;Het Vonnis;Crime|Drama;2003;130
2864;Austin Powers in Goldmember;Comedy;1993;161
2865;Baby Take a Bow;Children|Comedy|Drama;2017;183
2866;Big Chill, The;Comedy|Drama;1943;102
2867;Minority Report;Action|Crime|Mystery|Sci-Fi|Thriller;2016;121
2868;Knuckle ;Documentary;1990;179
2869;Wedding in Blood (Noces rouges, Les);Crime|Drama;2009;139
2870;247°F ;Horror|Thriller;2013;83
2871;Road North (Tie pohjoiseen);Comedy|Drama;1915;115
2872;Thumbelina;Animation|Children|Fantasy;1922;92
2873;Topper Takes a Trip;Comedy|Fantasy|Romance;1961;55
2874;Riddick;Action|Sci-Fi|Thriller|IMAX;1950;49
2875;Extraterrestrial;Horror|Sci-Fi;1920;171
2876;Behind the Screen;Comedy|Romance;1954;63
2877;Walking Dead, The;Crime|Horror|Sci-Fi;1964;46
2878;Frozen City (Valkoinen kaupunki) ;Drama;1900;132
2879;Last Man on Earth, The (Ultimo uomo della Terra, L');Drama|Horror|Sci-Fi;1929;58
2880;Run, Man, Run! (Corri uomo corri);Adventure|Comedy|Western;1910;79
2881;Bonnie and Clyde;Crime|Documentary|Drama;2018;154
2882;End of Watch;Crime|Drama|Thriller;1998;99
2883;Cockpit;Comedy;1902;66
2884;Goodbye World;Comedy|Drama;2005;94
2885;Story of Floating Weeds, A (Ukikusa monogatari);Drama;1984;137
2886;Gangsters;Action|Crime;1989;182
2887;Main Hoon Na;Action|Comedy|Drama;1938;166
2888;Toto le héros;Drama;2005;77
2889;Fading Gigolo;Comedy;1961;48
2890;Bait;Action|Comedy;1976;186
2891;Texas Carnival;Comedy|Musical;1930;166
2892;White Man's Burden;Drama;1985;73
2893;Alter Egos;Comedy;1943;160
2894;Dead Man's Walk;Western;1923;53
2895;It's All About Love;Drama|Romance|Sci-Fi|Thriller;1908;150
2896;Storefront Hitchcock;Documentary|Musical;2018;191
2897;Forever Mine;Crime|Drama|Romance|Thriller;1912;87
2898;Longest Yard, The;Comedy|Drama;1940;77
2899;Tarzan;Adventure|Animation|Children|Drama;1982;141
2900;Good Work (Beau travail);Drama;1970;66
2901;Rich, Young and Pretty;Comedy|Musical|Romance;2011;130
2902;Landscape Suicide;Crime|Drama;1928;202
2903;Lips of Blood (Lèvres de sang);Horror;1993;82
2904;Great Magician, The (Daai mo seut si);Comedy|Drama|Romance;1903;147
2905;Animal, The;Comedy;1956;139
2906;The Scapegoat;Drama;1948;161
2907;Brain That Wouldn't Die, The;Horror|Sci-Fi;1917;79
2908;Brown of Harvard;Drama|Romance;1911;86
2909;Sunrise: A Song of Two Humans;Drama|Romance;1916;114
2910;Ear, The (Ucho);Drama|Thriller;1991;195
2911;Wide Awake;Children|Comedy|Drama;2014;70
2912;White Dwarf, The (Valkoinen kääpiö);Drama;1939;133
2913;Tarnation;Documentary;1980;59
2914;Bells of Capistrano;Western;1936;175
2915;I Travel Alone;Drama;1972;113
2916;Breaker Morant;Drama|War;2000;200
2917;L.A. Confidential;Crime|Film-Noir|Mystery|Thriller;1915;197
2918;Incredible Rocky Mountain Race;Drama;1947;58
2919;Four Feathers, The;Adventure|War;1999;197
2920;Headhunter's Sister, The;Drama;1992;160
2921;Samouraï, Le (Godson, The);Crime|Drama|Thriller;1940;66
2922;Grass Harp, The;Comedy|Drama;2005;189
2923;Sunset Limited, The;Drama;1964;122
2924;You, Me and Dupree;Comedy;1907;187
2925;A House of Secrets: Exploring 'Dragonwyck';Documentary;1945;92
2926;Universal Soldier;Action|Sci-Fi;1970;177
2927;Cry Freedom;Drama;1923;52
2928;Haute Cuisine;Drama;1906;198
2929;Strip Search;Drama;1980;136
2930;Paradise Lost 2: Revelations;Documentary;1938;116
2931;Fastest Gun Alive, The;Western;2000;122
2932;Piripäiväkirja;Documentary;1950;186
2933;Suicide Killers;Documentary;2000;124
2934;Elevator ;Thriller;2003;91
2935;Sense and Sensibility;Drama|Romance;1939;151
2936;Pete 'n' Tillie;Comedy|Drama;1923;145
2937;To Be Takei;Documentary;2012;189
2938;Who Is Cletis Tout?;Comedy;1913;128
2939;Melvin and Howard;Drama;2003;206
2940;Everyone Else (Alle Anderen);Drama|Romance;1945;145
2941;Neds;Drama;2017;172
2942;Monday Night Mayhem;Drama;1945;198
2943;Slipstream;Adventure|Sci-Fi;2002;115
2944;Citadel, The;Drama;1981;111
2945;Love in the Afternoon;Comedy|Romance;1952;198
2946;Hangin' with the Homeboys;Comedy|Drama;2002;56
2947;Cat Run;Action|Comedy;1960;158
2948;Bully;Documentary;1941;192
2949;Bulldog Drummond Escapes;Adventure|Mystery|Romance|Thriller;1969;153
2950;Grand Budapest Hotel, The;Comedy|Drama;1965;195
2951;Bride of the Monster;Horror|Sci-Fi;2016;91
2952;Giallo;Crime|Horror|Thriller;1934;73
2953;Shanghai Kiss;Comedy|Drama|Romance;1965;68
2954;Callejón de los milagros, El;Drama;1975;126
2955;Girl Who Leapt Through Time, The (Toki o kakeru shôjo);Animation|Comedy|Drama|Romance|Sci-Fi;1966;91
2956;Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime);Action|Adventure|Animation|Mystery|Sci-Fi;1931;132
2957;Tokyo Fiancée;(no genres listed);1947;111
2958;Chariots of Fire;Drama;1919;116
2959;Nekromantik;Comedy|Horror;2015;104
2960;Gentle Breeze in the Village, A (Tennen kokekkô) ;Drama;1924;62
2961;Where Is Fred!? (Wo ist Fred?);Comedy|Romance;1976;125
2962;Stuck on You;Comedy;1934;101
2963;Han Gong-ju;Drama;1912;164
2964;Poor Us: An Animated History of Poverty;Animation|Documentary;1952;140
2965;Fellini's Casanova (Il Casanova di Federico Fellini);Drama|Romance;1945;120
2966;Zebraman;Comedy;1991;182
2967;Dangerous Beauty;Drama;2004;79
2968;White Reindeer, The (Valkoinen peura);Drama|Fantasy|Horror;1928;88
2969;When Brendan Met Trudy;Comedy|Romance;1922;192
2970;Awakening, The;Horror;1950;69
2971;Nut Job, The;Adventure|Animation|Children|Comedy;1951;166
2972;My Brilliant Career;Drama|Romance;1947;130
2973;Read My Lips (Sur mes lèvres);Crime|Drama|Thriller;1973;119
2974;Love & Sex;Comedy|Drama|Romance;1925;201
2975;Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue);Crime|Drama;1989;87
2976;Oblivion;Action|Adventure|Sci-Fi|IMAX;1901;189
2977;Zatoichi's Flashing Sword (Zatôichi abare tako) (Zatôichi 7);Action|Drama;1933;110
2978;Expired;Comedy|Drama|Romance;1960;125
2979;Mummies: Secrets of the Pharaohs (a.k.a. Mummies 3D);Documentary|IMAX;1987;134
2980;Hello Ladies: The Movie;Comedy;1992;107
2981;Islander;Drama;1957;139
2982;Little Miss Broadway;Drama|Musical;2009;132
2983;Lone Wolf McQuade;Action;1935;151
2984;I Sell the Dead;Comedy|Horror;1908;199
2985;All About Anna;Comedy|Drama|Romance;1961;161
2986;Can't Stop the Music;Comedy|Musical;1920;57
2987;Root of All Evil?;Documentary;1939;175
2988;Road to Perdition;Crime|Drama;1904;147
2989;Outlaw, The;Western;1985;64
2990;If You Don't Stop It... You'll Go Blind!!!;Comedy;1903;141
2991;Bat*21;Drama|War;1939;106
2992;Sleeping Beauty, The (La belle endormie);Drama;1995;85
2993;Deadly Companions, The;Western;1927;153
2994;Accident;Crime|Drama;1966;57
2995;Thirst for Love, The (Ai no kawaki);Drama;1943;119
2996;Blood River;Horror|Thriller|Western;1925;191
2997;I'm Crazy About Iris Blond;Comedy|Romance;2005;172
2998;Waydowntown;Comedy;1984;95
2999;Lake Placid;Horror|Thriller;1901;78
3000;Gentleman's Agreement;Drama;1973;118
3001;Lawless, The;Drama;1929;125
3002;Eloise at Christmastime;Children|Comedy|Drama;1964;176
3003;Death of Maria Malibran, The (Der Tod der Maria Malibran);Comedy|Drama|Fantasy|Musical;1934;210
3004;Cutter's Way;Drama|Thriller;1977;115
3005;Eve of Destruction;Action|Sci-Fi|Thriller;1952;203
3006;Left Behind: The Movie;Action|Adventure|Drama|Thriller;1989;134
3007;Prisoner of the Mountains (Kavkazsky plennik);War;1925;105
3008;No End in Sight;Documentary;1963;112
3009;Sergeant, The;Drama;1962;175
3010;eXistenZ;Action|Sci-Fi|Thriller;1955;74
3011;Bombshell;Comedy|Drama|Romance;1990;190
3012;Rasmus på luffen;Children;1918;194
3013;Ali G Indahouse;Comedy;2004;51
3014;What Goes Up;Drama;1917;100
3015;Family Guy Presents Stewie Griffin: The Untold Story;Adventure|Animation|Comedy;1935;96
3016;Tie That Binds, The;Thriller;1969;51
3017;Get Hard;Comedy;1913;196
3018;Under the Boardwalk: The Monopoly Story;Documentary;1993;175
3019;Secrets of the Heart (Secretos del Corazón);Drama;2015;130
3020;Sun Shines Bright, The;Comedy|Drama;1944;118
3021;Crime and Punishment in Suburbia;Comedy|Drama;1957;203
3022;Beware of Mr. Baker;Documentary;1924;145
3023;October;Drama|War;1915;161
3024;Minus Man, The;Drama|Mystery;1967;120
3025;Eccentricities of a Blonde-haired Girl (Singularidades de uma Rapariga Loura);Drama|Romance;1929;132
3026;Tinseltown;Comedy|Crime|Drama;1929;76
3027;Keys to Tulsa;Crime;1911;52
3028;7th Cavalry (Seventh Cavalry);Western;1939;140
3029;Game 6;Comedy|Drama;1979;96
3030;No Retreat, No Surrender 2: Raging Thunder;Action|Adventure;1969;199
3031;Boy Friend, The;Comedy|Musical|Romance;1952;77
3032;Woman in Black, The;Horror|Mystery;1904;123
3033;Philadelphia Experiment, The;Adventure|Drama|Sci-Fi;1969;148
3034;Nanny, The;Drama|Thriller;1905;107
3035;Slappy and the Stinkers;Children|Comedy;2012;71
3036;Delta Farce;Action|Adventure|Comedy;1968;50
3037;This Above All;Drama|Romance|War;1977;156
3038;Houdini;Drama;1999;163
3039;Audition (Ôdishon);Drama|Horror|Mystery|Romance|Thriller;1992;45
3040;Blazing Guns;Adventure|Western;1953;128
3041;Dunce Class on Vacation, The (Hababam sinifi tatilde);Comedy;1920;158
3042;Horse's Mouth, The;Comedy;1928;161
3043;Rio;Adventure|Animation|Children|Comedy;1983;96
3044;PCU;Comedy;1947;176
3045;French Connection II;Action|Crime|Drama|Thriller;1961;128
3046;Most Wanted;Action|Thriller;1969;87
3047;My Little Business (Ma petite entreprise);Comedy|Drama;1957;92
3048;Something's Gonna Live;Documentary;1948;150
3049;Poto and Cabengo;Documentary;1957;59
3050;Harvest;Drama;1912;174
3051;Year of the Wolf, The (Suden vuosi);Drama|Romance;1970;201
3052;River of No Return;Adventure|Western;1936;51
3053;Mrs. Brown's Boys D'Movie;Comedy;1963;132
3054;Sada;Drama;1953;94
3055;My Flesh My Blood (Moja krew);Drama;1922;126
3056;At War with the Army;Comedy|Musical|Romance;1901;190
3057;Lucky Star;Drama|Romance;1956;96
3058;The Boogens;Horror;1972;169
3059;Midsummer Night's Party, A (Midsummer of Love, A) (Sommaren med Göran);Comedy;1993;130
3060;Street Trash;Comedy|Horror;1954;107
3061;Chinese Ghost Story, A (Sinnui yauwan);Action|Fantasy|Horror|Romance;1950;208
3062;Mother, I Love You;Drama;2010;136
3063;A Gun for Jennifer;Crime|Drama|Thriller;1942;126
3064;Mammoth (Mammut);Drama;1933;64
3065;Son of the Mask;Adventure|Children|Comedy|Fantasy;1981;186
3066;Dangerous Game;Drama;1907;177
3067;Hell of a Day, A (Reines d'un jour);Comedy|Drama;1934;91
3068;Zhou Yu's Train (Zhou Yu de huo che);Drama|Romance;1999;186
3069;War Game, The;Documentary|Drama|War;1929;168
3070;Moscow Laughs;Comedy|Musical;1999;77
3071;Cat in the Hat, The;Children|Comedy;1969;151
3072;7 Virgins (7 vírgenes);Crime|Drama;1976;144
3073;From Beyond;Horror|Sci-Fi;1945;150
3074;Good Humor Man, The;Drama|Romance;1985;154
3075;Filth;Comedy|Crime|Drama;1947;66
3076;Eight Iron Men;Drama|War;1978;152
3077;Note by Note: The Making of Steinway L1037;Documentary;1983;69
3078;Werner Herzog Eats His Shoe;Documentary;1918;143
3079;Phantoms;Drama|Horror|Thriller;2013;127
3080;Assassination (Ansatsu) (Assassination, The) (Assassin, The);Action|Drama;1957;121
3081;Eyewitness (Janitor, The);Thriller;1906;134
3082;Two Sisters from Boston;Comedy|Musical;1944;154
3083;Force of One, A;Action|Crime|Drama|Thriller;1983;129
3084;Green Zone;Action|Drama|Thriller|War;1996;99
3085;Let the Good Times Roll;Documentary;1900;191
3086;Pale Flower (Kawaita hana);Crime|Film-Noir|Thriller;1982;60
3087;Mr. Peabody & Sherman;Adventure|Animation|Comedy;1922;160
3088;Clean, Shaven;Crime|Drama;1905;185
3089;Tea with Mussolini;Comedy|Drama|War;1924;55
3090;Innkeepers, The;Horror|Thriller;2003;133
3091;DEFCON: The Documentary;Documentary;1961;108
3092;Effect of Gamma Rays on Man-in-the-Moon Marigolds, The;Drama;1965;178
3093;Mad Love;Horror|Romance;1902;187
3094;Venus Boyz;Documentary;2003;123
3095;Total Recall;Action|Sci-Fi|Thriller;1970;110
3096;Halloween II;Horror|Thriller;1960;47
3097;Fist of Legend (Jing wu ying xiong);Action|Drama;1921;179
3098;On Tour (Tournée);Comedy|Drama;1977;123
3099;City of God (Cidade de Deus);Action|Adventure|Crime|Drama|Thriller;2007;203
3100;A Matador's Mistress;Drama|Romance;1975;84
3101;In the Line of Fire;Action|Thriller;1995;164
3102;Thousand Months, A (Mille mois);Drama;1954;163
3103;Escape from Planet Earth;Adventure|Animation|Comedy|Sci-Fi;1970;189
3104;Affairs of Anatol, The;Comedy|Drama;2012;62
3105;Viy or Spirit of Evil (Viy);Comedy|Drama|Fantasy|Horror;1993;64
3106;Between Miracles;Comedy;1981;124
3107;Olsen Gang, The (Olsen-Banden);Comedy|Crime;1939;121
3108;Prince of the City;Drama;1954;143
3109;Bugs Bunny's Looney Christmas Tales;Animation|Children;1914;56
3110;Formula 51;Action|Comedy|Crime|Thriller;1942;139
3111;Boxcar Bertha;Drama;1922;174
3112;Blue Car;Drama;1963;179
3113;Alien Trespass;Comedy|Sci-Fi;1907;200
3114;As We Were Dreaming;(no genres listed);1980;137
3115;Oranges and Sunshine;Drama;1939;64
3116;Day After Trinity, The;Documentary;2009;197
3117;Shop Around the Corner, The;Comedy|Drama|Romance;1950;49
3118;Gambling City;Crime|Drama;1991;45
3119;Oliver Twist;(no genres listed);1961;204
3120;Ivanhoe;Adventure|Romance;2000;67
3121;Go-Between, The;Drama|Romance;1945;78
3122;Love Parade, The;Comedy|Musical|Romance;2015;200
3123;On_Line (a.k.a. On Line);Drama;1985;152
3124;Running Man, The;Action|Sci-Fi;1941;203
3125;Just a Little Harmless Sex;Comedy|Romance;1921;195
3126;Romasanta: The Werewolf Hunt;Drama|Horror|Mystery;1952;85
3127;Earth (Tierra);Drama|Romance;1966;109
3128;Outrage;Crime|Drama|Thriller;1991;54
3129;King's Ransom;Comedy|Crime;1976;115
3130;Balls Out: Gary the Tennis Coach;Comedy;1981;89
3131;$9.99;Animation;1907;66
3132;Eminem AKA ;Documentary;2011;97
3133;Killer Meteors, The (Feng yu shuang liu xing);Action|Thriller;1975;98
3134;Stickup, The;Action|Crime|Mystery;1941;63
3135;'Round Midnight;Drama|Musical;2017;53
3136;Double Dhamaal;Comedy|Crime|Drama;1953;72
3137;Last Days in Vietnam;Documentary|War;1910;107
3138;Eichmann;Drama|War;1926;176
3139;All the Young Men;Drama|War;1987;188
3140;Silence of the Lambs, The;Crime|Horror|Thriller;1967;166
3141;Criminal Justice;Drama;1980;97
3142;Where Angels Go, Trouble Follows;Comedy;1962;98
3143;Cabin Boy;Comedy;1982;81
3144;Chain Camera;Documentary;1929;167
3145;Jack the Giant Slayer;Adventure|Fantasy|IMAX;1936;183
3146;Millhaven;Animation;1922;125
3147;Lookout, The;Crime|Drama|Thriller;2000;143
3148;Are All Men Pedophiles;Documentary;1976;137
3149;Hollywood Between Paranoia and Sci-Fi. The Power of Myth;Documentary;1909;80
3150;Apollo 13;Adventure|Drama|IMAX;1914;48
3151;Wallace & Gromit: The Wrong Trousers;Animation|Children|Comedy|Crime;2008;158
3152;Teorema;Drama;1939;171
3153;Alexandria... Why? (Iskanderija... lih?);Drama;1934;159
3154;Witch Way Love (Un amour de sorcière);Comedy|Fantasy;1993;103
